"DBID"	"LabID"	"OthLabID"	"OthDateCode"	"Problems"	"CRA"	"Error"	"DC13"	"OthMeasures"	"DateMethod"	"Material"	"Species"	"SiteName"	"SiteContext"	"CulturalPeriod"	"SitePhase"	"SiteType"	"AdminRegion"	"Country"	"Longitude"	"Latitude"	"Comments"	"Source"
2450	"OxA-5244"				70	55			"AMS"	"bone (charred)"	""	"Boila. Aghios Minas"	"Stratum IIIb"	""		"rockshelter"	"Epirus"	"GR"	"20.662284"	"39.96529"	"Sample Date:1994"	"Facorellis2013;Gowlettetal1997"
2451	"OxA-5245"				10560	110			"AMS"	"bone (charred)"	""	"Boila. Aghios Minas"	"Stratum IIIb"	"Upper Palaeolithic"		"rockshelter"	"Epirus"	"GR"	"20.662284"	"39.96529"	"Sample Date:1994"	"Facorellis2013;Gowlettetal1997"
2452	"OxA-5246"				13810	130			"AMS"	"bone (charred)"	""	"Boila. Aghios Minas"	"Stratum II"	"Late Upper Palaeolithic"		"rockshelter"	"Epirus"	"GR"	"20.662284"	"39.96529"	"Sample Date:1994;Clayey silt layer devoid of coarse clasts"	"Blackman2000;Facorellis2013;Gowlettetal1997;NtinouKotjabopoulou2002;Woodwardetal2001"
2453	"OxA-542"				10420	150			"AMS"	"bone (charred)"	"Ibex"	"Klithi. Voidomatis gorge"	"hearth. Context 2002, B1403, S20A, spit 16"	"Epigravettian"		"rockshelter"	"Epirus"	"GR"	"20.679488"	"39.960261"	"Sample Date:1984"	"BaileyGalanidou2009;ElefantiMarshall2015;Facorellis2003;Facorellis2013;Gowlettetal1986a;Gowlettetal1997"
2454	"OxA-6021"		"RADON-sample: 11461"		3225	65	"-21.4"		"AMS"	"bone"	"Homo sapiens"	"Candia"		""		"well"	"Crete"	"GR"	"25.14039"	"35.342657"	"Child's skull encrusted in travertine found in 1627 during the sinking of a well near Candia (Herakleion)"	"BronkRamseyetal2002;Hinzetal2012"
2455	"OxA-6197"			"Provenance"	230	50	"-22.42"		"AMS"	"ivory"	""	"Undefined site"	"OID:AN1938.692"	""		"object"	""	"GR"			"Ivory boy figurine;date validated artifact as not authentic"	"BronkRamsayetal1999;ORAU2016"
2456	"OxA-7407"				5285	40	"-22"		"AMS"	"grain"	""	"Zas cave. Naxos"	"Zas 7. Trench E4"	"Late Neolithic"	"Late Saliagos phase;Zas I"	"cave"	"South Aegean"	"GR"	"25.493908"	"37.038201"		"Facorellis2013;Manning2008"
2457	"OxA-7408"				4000	45	"-24"		"AMS"	"wood"	""	"Zas cave. Naxos"	"Zas 1. Trench E4"	"Early Cycladic III"	"Kastri phase. Zas IV"	"cave"	"South Aegean"	"GR"	"25.493908"	"37.038201"		"Facorellis2013;Manning2008"
2458	"OxA-7409"				3830	40	"-24.9"		"AMS"	"wood"	""	"Zas cave. Naxos"	"Zas 3. Trench E4"	"Early Cycladic III"	"Kastri phase. Zas IV"	"cave"	"South Aegean"	"GR"	"25.493908"	"37.038201"		"Facorellis2013;Manning2008"
2459	"OxA-7469"			"ArchMismatch"	6145	45	"-25"		"AMS"	"seed"	""	"Zas cave. Naxos"	"Zas 11. Trench E4"	"Final Neolithic"	"Atttic Kephala;Zas Iia"	"cave"	"South Aegean"	"GR"	"25.493908"	"37.038201"	"The date is judged too early for the archaeological context"	"Facorellis2013;Manning2008"
2460	"OxA-747"		"RADON-sample: 12097"		3560	100			"AMS"	"bone (charred)"	""	"Klithi. Voidomatis gorge"	"SID:B1203. S21d, Spit 15-16, Layer 14"	""		"rockshelter"	"Epirus"	"GR"	"20.679488"	"39.960261"	"Sample Date:1984"	"BaileyGalanidou2009;Facorellis2013;Gowlettetal1986b;Hinzetal2012"
2461	"OxA-7470"			"ResEffect"	4345	40	"-25.3"		"AMS"	"shell"	""	"Zas cave. Naxos"	"Zas 13b. Trench E4"	"Final Neolithic-Early Cycladic I"	"Zas IIb"	"cave"	"South Aegean"	"GR"	"25.493908"	"37.038201"	"Rolled rim bowl phase;"	"Facorellis2013;Manning2008"
2462	"OxA-7471"				4425	40	"-22.9"		"AMS"	"wood"	""	"Zas cave. Naxos"	"Zas 15. Trench D5"	"Early Cycladic I"	"Lakkoudhes phase;Zas III"	"cave"	"South Aegean"	"GR"	"25.493908"	"37.038201"		"ArvanitiManiatis2018;Facorellis2013;Manning2008"
2463	"OxA-748"			"Modern"				"pM:101.8±1"	"AMS"	"charcoal"	""	"Klithi. Voidomatis gorge"	"P26b. Spit 11-12, Layer 14"	""		"rockshelter"	"Epirus"	"GR"	"20.679488"	"39.960261"	"Sample Date:1984"	"Gowlettetal1986b"
2464	"OxA-749"				14200	200			"AMS"	"bone (charred)"	""	"Klithi. Voidomatis gorge"	"SID:B4809. Q24, Spit 15, Layer 16"	""		"rockshelter"	"Epirus"	"GR"	"20.679488"	"39.960261"	"Sample Date:1984"	"Facorellis2013;Gowlettetal1986b;ORAU2016"
2465	"OxA-750"				14060	200			"AMS"	"bone (charred)"	""	"Klithi. Voidomatis gorge"	"P24. Spit 15-16, Layer 16"	""		"rockshelter"	"Epirus"	"GR"	"20.679488"	"39.960261"	"Sample Date:1984"	"Facorellis2013;Gowlettetal1986b"
2466	"OxA-7599"				5245	40	"-22.2"		"AMS"	"seed"	""	"Zas cave. Naxos"	"Zas 12. Trench E4"	"Late Neolithic"	"Late Saliagos phase;Zas I"	"cave"	"South Aegean"	"GR"	"25.493908"	"37.038201"		"Facorellis2013;Manning2008"
2467	"OxA-7640"			"ArchMismatch"	5525	65	"-21.4"		"AMS"	"grain"	""	"Zas cave. Naxos"	"Zas 10. Trench E4"	"Final Neolithic"	"Atttic Kephala;Zas Iia"	"cave"	"South Aegean"	"GR"	"25.493908"	"37.038201"	"The date is judged too early for the archaeological context"	"Facorellis2013;Manning2008"
2468	"OxA-7641"			"ArchMismatch"	4010	50	"-20.1"		"AMS"	"bone"	""	"Zas cave. Naxos"	"Zas 13a. Trench E4"	"Final Neolithic-Early Cycladic I"	"Zas IIb"	"cave"	"South Aegean"	"GR"	"25.493908"	"37.038201"	"The date is judged too recent for the archaeological context;Rolled rim bowl phase"	"Facorellis2013;Manning2008"
2469	"OxA-775"			"ArchMismatch"	18000	300			"AMS"	""	""	"Asprochaliko. Agios Georgios"		""		"rockshelter"	"Epirus"	"GR"	"20.842533"	"39.283259"	"Sample Date:1981"	"Gowlettetal1987;ORAU2016"
2470	"OxA-776"			"ArchMismatch"	14000	600			"AMS"	""	""	"Asprochaliko. Agios Georgios"		""		"rockshelter"	"Epirus"	"GR"	"20.842533"	"39.283259"	"Sample Date:1981"	"Gowlettetal1987;ORAU2016"
2471	"OxA-777"			"ArchMismatch"	25000				"AMS"	""	""	"Asprochaliko. Agios Georgios"		""		"rockshelter"	"Epirus"	"GR"	"20.842533"	"39.283259"	"Sample Date:1981"	"Gowlettetal1987"
2472	"OxA-797"			"ArchMismatch"	800	140			"AMS"	"bone"	""	"Asprochaliko. Agios Georgios"	"SID:TRBa 7"	""		"rockshelter"	"Epirus"	"GR"	"20.842533"	"39.283259"	"Sample Date:1981;poor collagen preservation"	"ORAU2016"
2473	"OxA-798"			"ArchMismatch"	1200	140			"AMS"	"bone"	""	"Asprochaliko. Agios Georgios"	"SID:TRBa 16"	""		"rockshelter"	"Epirus"	"GR"	"20.842533"	"39.283259"	"Sample Date:1981;poor collagen preservation"	"Gowlettetal1987;ORAU2016"
2474	"OxA-833"		"RADON-sample: 12104"		3900	90			"AMS"	"charcoal"	""	"Skouries. Kythnos"	"SK1. d:0.45, surface find 50 m away from circular building"	"Early Cycladic II"		"smelting site"	"South Aegean"	"GR"	"24.477102"	"37.407143"	"Sample Date:1985;Charcoal inclusions in copper slag"	"Hedgesetal1990;Hinzetal2012"
2475	"OxA-9215"				7965	60	"-24.3"		"AMS"	"seed (charred)"	"Quercus "	"Knossos"	"Knossos-1. Trench II, level 39/1, d:7.80"	"Early Neolithic"		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"Sample Date:1997"	"BramiZanotti2015;Efstratiou2014;FacorellisManiatis2013;Reingruber2015;ReingruberetalThissen2005;ReingruberetalThissen2009;Weninger2017"
2476	"OxA-9216"				6185	50	"-23.2"		"AMS"	"charcoal"	"Quercus"	"Knossos"	"Knossos-2. Trench II, level 37/16, d:7.40"	""		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"Sample Date:1997"	"BramiZanotti2015;FacorellisManiatis2013"
2477	"OxA-9217"				6145	50	"-24"		"AMS"	"charcoal"	"Quercus"	"Knossos"	"Knossos-3. Trench II, level 33/7, d:6.50"	""		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"Sample Date:1997"	"BramiZanotti2015;FacorellisManiatis2013"
2478	"OxA-9218"				5990	50	"-23.3"		"AMS"	"charcoal"	"Quercus"	"Knossos"	"Knossos-4. Trench II, level 29/2, d:4.25"	""		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"Sample Date:1997"	"BramiZanotti2015;FacorellisManiatis2013"
2479	"OxA-9219"				6361	37	"-22.7"		"AMS"	"charcoal"	"Quercus"	"Knossos"	"Knossos-5. Trench II, level 35/2, d:7.10"	""		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"Sample Date:1997"	"BramiZanotti2015;FacorellisManiatis2013"
2480	"OxA-9220"				6160	50	"-22.5"		"AMS"	"charcoal"	"Quercus"	"Knossos"	"Knossos-6. Trench II, level 32/2, d:5.80"	""		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"Sample Date:1997"	"BramiZanotti2015;FacorellisManiatis2013"
2481	"OxA-9221"				6042	34	"-25"		"AMS"	"charcoal"	"Quercus"	"Knossos"	"Knossos-7. Trench II, level 28/2, d:4.15"	""		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"Sample Date:1997"	"BramiZanotti2015;FacorellisManiatis2013"
2482	"OxA-9222"				6430	55			"AMS"	"charcoal"	""	"Makri. Evros"	"Square B1. uppermost phase C"	"Late Neolithic"	"Makri C"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.748603"	"40.84605"		"BramiZanotti2015;KarkanasEfstratiou2009"
2483	"OxA-9223"	"DEM-1140"	"RADON-sample: 12249"		6690	50	"-26"		"AMS"	"charcoal"	""	"Makri. Evros"	"Square E2. Unit 16, phase B"	"Middle Neolithic"	"Makri B"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.748603"	"40.84605"	"Other LabID (DEM-1140) duplicate or wrong?"	"BramiZanotti2015;Hinzetal2012;KarkanasEfstratiou2009"
2484	"OxA-9224"				6690	55			"AMS"	"charcoal"	""	"Makri. Evros"	"Square B2. floor 2, phase C, d:2.00"	"Late Neolithic"	"Makri C"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.748603"	"40.84605"		"BramiZanotti2015;KarkanasEfstratiou2009"
2485	"OxA-9225"				6510	55			"AMS"	"charcoal"	""	"Makri. Evros"	"Square B2. floor 2, phase C, d:2.00"	"Late Neolithic"	"Makri C"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.748603"	"40.84605"		"BramiZanotti2015;KarkanasEfstratiou2009"
2486	"OxA-9226"				6680	38			"AMS"	"charcoal"	""	"Makri. Evros"	"Square B2. floor 2, phase C, d:2.00"	"Late Neolithic"	"Makri C"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.748603"	"40.84605"		"BramiZanotti2015;KarkanasEfstratiou2009"
2487	"OxA-9363"				6460	150			"AMS"	"charcoal"	""	"Makri. Evros"	"Square B2. floor 1, phase C, d:1.50"	"Late Neolithic"	"Makri C"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.748603"	"40.84605"		"BramiZanotti2015;KarkanasEfstratiou2009"
2488	"OxA-9364"				6420	75			"AMS"	"charcoal"	""	"Makri. Evros"	"Square B2. floor 1, phase C, d:1.50"	"Late Neolithic"	"Makri C"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.748603"	"40.84605"		"BramiZanotti2015;KarkanasEfstratiou2009"
2489	"OxA-9635"				6430	70			"AMS"	"charcoal"	""	"Makri. Evros"	"Square B2. floor 3, phase C, d:2.60"	"Late Neolithic"	"Makri C"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"25.748603"	"40.84605"		"BramiZanotti2015;KarkanasEfstratiou2009"
2490	"OxA-T10"				7400	35		"Collagen %:1.31"	"AMS"	"bone"	"Homo sapiens"	"Fyllotsairi. Mavropigi"	"Grave 10"	""		"settlement"	"Western Macedonia"	"GR"	"21.735498"	"40.467846"		"Karamitrou-Mentesidi2014"
2491	"OxA-T3"				7463	36		"Collagen %:1.29"	"AMS"	"bone"	"Homo sapiens"	"Fyllotsairi. Mavropigi"	"Grave 3"	""		"settlement"	"Western Macedonia"	"GR"	"21.735498"	"40.467846"		"Karamitrou-Mentesidi2014"
2492	"OxA-T7"				7073	35		"Collagen %:2.60"	"AMS"	"bone"	"Homo sapiens"	"Fyllotsairi. Mavropigi"	"Grave 7"	""		"settlement"	"Western Macedonia"	"GR"	"21.735498"	"40.467846"		"Karamitrou-Mentesidi2014"
2493	"OxA-T9"				7168	35		"Collagen %:0.40"	"AMS"	"bone"	"Homo sapiens"	"Fyllotsairi. Mavropigi"	"Grave 9"	""		"settlement"	"Western Macedonia"	"GR"	"21.735498"	"40.467846"		"Karamitrou-Mentesidi2014"
2494	"OxA-X-2284-11"				5637	38	"-19.14"		"AMS"	"bone"	"Homo sapiens"	"Proskynas"	"Burial VI"	"Final Neolithic"		"settlement"	"Central Greece"	"GR"	"23.162511"	"38.615758"		"Highametal2011"
2495	"OxA-X-2468-33"				5195	75	"-25.071"	"F14C:0.52387±0.00501"	"AMS"	"charcoal"	""	"Alepotrypa. Diros"	"B1CS3"	"Neolithic"		"cave"	"Peloponnese"	"GR"	"22.37897"	"36.640879"		"BronkRamseyetal2015"
2496	"OxA-X-2621-9"				6765	38	"-15.83"		"AMS"	"bone"	"Animalia"	"Kouphovouno. Lakonia"	"SID:KE 2003-1641-1. G1641"	"Early Helladic II early (middle)"		"settlement"	"Peloponnese"	"GR"	"22.425001"	"37.051341"		"Cavanaghetal2016"
2497	"P-1202"		"EUROEVOL-Sample: 5198"		7557	91				"charcoal"	""	"Nea Nikomedeia"	"A4/3. Feature A, ash pit or post-hole"	"Early Neolithic I"		"settlement"	"Central Macedonia"	"GR"	"22.266226"	"40.603447"	"Sample Date:1967;NaOH pretreatment"	"BramiZanotti2015;Maniatis2014;Maniatisetal2011;Manningetal2015;Perlès2001;ReingruberThissen2005;ReingruberetalThissen2009;RoddenetalWardle1996;Stuckenrath1967;Weninger2017"
2498	"P-1203A"		"EUROEVOL-Sample: 5206"		7281	74				"charcoal"	""	"Nea Nikomedeia"	"B4/1. Feature A, ash pit"	"Early Neolithic II"		"settlement"	"Central Macedonia"	"GR"	"22.266226"	"40.603447"	"Sample Date:1967"	"BramiZanotti2015;Maniatis2014;Maniatisetal2011;Manningetal2015;Perlès2001;ReingruberThissen2005;ReingruberetalThissen2009;RoddenetalWardle1996;Stuckenrath1967;Weninger2017"
2499	"P-1280"		"EUROEVOL-Sample: 4470"		4826	56				"seed (charred)"	"Fabaceae"	"Kephala. Keos"		"Final Neolithic-Early Bronze Age"		"settlement"	"South Aegean"	"GR"	"24.327487"	"37.677844"	"Sample Date:1964"	"Coleman1977;Johnson1999;Manningetal2015;Renfrew1971;Sampsonetal1999;StuckenrathLawn1969;Tomkins2007;Weninger2017"
2500	"P-1281"				3388	62				"charcoal"	""	"Aghia Irini. Keos"	"Trench 6. d:3.00"	"Early Helladic II"		"settlement"	"South Aegean"	"GR"	"24.325158"	"37.668973"		"Manning1988;StuckenrathLawn1969"
2501	"P-1282"				3126	48				"charcoal"	""	"Aghia Irini. Keos"	"Area A. Room XV, d:2.00"	"Late Helladic Iia;Late Minoan Ib"		"settlement"	"South Aegean"	"GR"	"24.325158"	"37.668973"		"Betancourtetal1978;Manning1988;StuckenrathLawn1969"
2502	"P-1283"				3061	54				"charcoal"	""	"Aghia Irini. Keos"	"Temple 29. Room IV, d:0.29 asl"	""		"settlement"	"South Aegean"	"GR"	"24.325158"	"37.668973"		"Betancourtetal1978;Manning1988;StuckenrathLawn1969"
2503	"P-1284"				3250	66				"charcoal"	""	"Aghia Irini. Keos"	"House F. Room 1, d:0.70-2.00"	"Late Minoan Ib"		"settlement"	"South Aegean"	"GR"	"24.325158"	"37.668973"		"Betancourtetal1978;Manning1988;StuckenrathLawn1969"
2504	"P-1311"		"RADON-sample: 6067"		6172	74				"sediment"	""	"Saliagos"	"Area VI. Level 11, hearth"	""		"settlement"	"South Aegean"	"GR"	"25.097829"	"37.051139"		"Hinzetal2012;Renfrew1971;StuckenrathLawn1969;Weninger2017"
2505	"P-1333"		"RADON-sample: 6069"	"ResEffect"	5775	84				"shell"	"Spondylus"	"Saliagos"	"d:0.75"	""		"settlement"	"South Aegean"	"GR"	"25.097829"	"37.051139"		"Hinzetal2012;Renfrew1971;StuckenrathLawn1969;Weninger2017"
2506	"P-1351"			"Contaminated?"	3320	51				"charcoal"	""	"Knossos"	"Royal Road. Area CE, Level 23"	"Middle Minoan Ib"		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"Note: possibility of contamination with later or earlier materials"	"Myersetal1992;StuckenrathLawn1969"
2507	"P-1352"			"Contaminated?"	3208	63				"charcoal"	""	"Knossos"	"Royal Road. Area B, Level 32"	"Middle Minoan IIa"		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"Note: possibility of contamination with later or earlier materials"	"Myersetal1992;StuckenrathLawn1969"
2508	"P-1353"				3029	83				"charcoal"	""	"Knossos"	"Royal Road. Area H, Level 116"	"Middle Minoan IIIb"		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"		"Myersetal1992;StuckenrathLawn1969"
2509	"P-1354"				3565	72				"charcoal"	""	"Knossos"	"Royal Road. Area H, Level 113"	"Late Minoan Ia"		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"Mixed context. some LM IIA pottery;NaOH pretreatment"	"Myersetal1992;StuckenrathLawn1969;WeinsteinMichael1978"
2510	"P-1355"				3125	64				"charcoal"	""	"Knossos"	"Royal Road. Area IA, Level 98, Pit G"	"Late Minoan Ia"		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"Note:safe date;Shallow pit sealed by LM IB floor;NaOH pretreatment"	"Myersetal1992;StuckenrathLawn1969;WeinsteinMichael1978"
2511	"P-1356"				2964	74				"charcoal"	""	"Knossos"	"Royal Road. Area JK, Level 65, d:3.00"	"Late Minoan Ib"		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"debris above floor of building destroyed by fire"	"Betancourtetal1978;Myersetal1992;StuckenrathLawn1969"
2512	"P-1357"				3096	69				"charcoal"	""	"Knossos"	"Royal Road. Area HA, Level 17A"	"Late Minoan II"		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"		"KutscheraStadler2000;ManningWeninger1992;Myersetal1992;StuckenrathetalLawn1969"
2513	"P-1358"				3033	68				"charcoal"	""	"Knossos"	"Royal Road. Area H, Level 63"	"Late Minoan IIIa"		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"much of pottery of this level is of earlier date and some of charred wood may derive from Late Minoan TB destruction"	"KutscheraStadler2000;ManningWeninger1992;Myersetal1992;StuckenrathetalLawn1969"
2514	"P-1359"				3226	43				"charcoal"	""	"Knossos"	"Royal Road. Area H, Level 64"	"Late Minoan IIIa/IIIb"		"settlement"	"Crete"	"GR"	"25.162338"	"35.300889"	"Palace destruction"	"KutscheraStadler2000;ManningWeninger1992;Myersetal1992;StuckenrathetalLawn1969"
2515	"P-1368"		"RADON-sample: 6070"	"ResEffect"	5909	87				"shell"	"Spondylus"	"Saliagos"	"Level 5"	""		"settlement"	"South Aegean"	"GR"	"25.097829"	"37.051139"		"Hinzetal2012;Renfrew1971;StuckenrathLawn1969;Weninger2017"
2516	"P-1392"		"RADON-sample: 6073"	"DateConflict"	7794	140				"charcoal"	""	"Franchthi Cave"	"Pit A. Unit 63"	"Initial Neolithic"	"Ph. X"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1967;Perlès 2001 reports error as 90"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Hinzetal2012;Lawn1971;Perlès2001;ReingruberThissen2005;ReingruberetalThissen2009;Weninger2017"
2517	"P-1393"		"RADON-sample: 6071"	"ResEffect"	5716	85				"shell"	"Spondylus"	"Saliagos"	"Phase 3"	""	"Saliagos"	"settlement"	"South Aegean"	"GR"	"25.097829"	"37.051139"		"Hinzetal2012;Renfrew1971;StuckenrathLawn1969;Weninger2017"
2518	"P-1396"		"RADON-sample: 6068"	"ResEffect"	6074	79				"shell"	"Spondylus"	"Saliagos"	"Pit b. Phase I, d:2.75"	""	"Saliagos"	"settlement"	"South Aegean"	"GR"	"25.097829"	"37.051139"		"Hinzetal2012;Renfrew1971;StuckenrathLawn1969;Weninger2017"
2519	"P-1397"		"RADON-sample: 6110"	"ResEffect"	5102	72				"seashell"	"Cardium edule;Cerithium vulgatum;Murex trunculus"	"Halieis. Argolid"	"Findspot 4. pit cut in bedrock to the north of Building A"	"Late/Final Neolithic"		"hoard"	"Peloponnese"	"GR"	"23.152005"	"37.314944"	"Sample Date:1962;Pullen reports Sample Date:1965"	"Hinzetal2012;Johnson1999;Lawn1971;Pullen2000;Weninger2017"
2520	"P-1398"		"EUROEVOL-Sample: 4164"		9098	139				"charcoal"	""	"Franchthi Cave"	"Pit G. Unit 31, d:4.47/4.85-4.63/4.94"	"Epipalaeolithic-Mesolithic"	"Ph. VIII/IX"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1967"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Lawn1971;Manningetal2015;ReingruberThissen2005;Weninger2017"
2521	"P-1399"		"RADON-sample: 6080"		7194	112				"charcoal"	""	"Franchthi Cave"	"Pit A. Unit 56, d:3.95/4.02-4.07/4.15"	"Middle Neolithic"	"FCP 2.2"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1967"	"BramiZanotti2015;Facorellis2013;Hinzetal2012;Lawn1971;Meeetal2014;ReingruberThissen2005;ReingruberetalThissen2009;Weninger2017"
2522	"P-1401"			"DateConflict"	3420	40				"charcoal"	""	"Phira Quarries. Thera"	"ca. 2km from Akrotiri. On lava floor of quarries covered by pumice"	"Middle Helladic"		"open-air site"	"South Aegean"	"GR"	"25.414934"	"36.365384"	"carbonised tree ca. 1.5m high;Kutschera and Stadler 2000 report date as 3406±43"	"Fishmanetal1977;KutscheraStadler2000;Manning1988;WeinsteinMichael1978"
2523	"P-1427"				137	43				"charcoal"	""	"Lorenzo Kiln. Porto Heli"	"Stoking chamber A. 0.50-0.60 South of G-8, midway between chamber walls, bsl:0.60-0.73"	"Medieval"		"kiln"	"Peloponnese"	"GR"	"23.155419"	"37.295868"		"Lawn1971"
2524	"P-1428"				115	43				"charcoal"	""	"Lorenzo Kiln. Porto Heli"	"Stoking chamber B. 8 m grid line, midway between chamber walls, bsl:0.54-0.65"	"Medieval"		"kiln"	"Peloponnese"	"GR"	"23.155419"	"37.295868"		"Lawn1971"
2525	"P-1454"				2873	57				"charcoal"	""	"Mycenae"	"Gamma 21. No.7"	"Late Helladic IIIb"		"settlement"	"Peloponnese"	"GR"	"22.757532"	"37.726679"		"KutscheraStadler2000;Lawn1970;ManningWeninger1992"
2526	"P-1455"				2974	49				"charcoal"	""	"Mycenae"	"Gamma 21. No.5, destruction level"	"Late Helladic IIIb"		"settlement"	"Peloponnese"	"GR"	"22.757532"	"37.726679"		"KutscheraStadler2000;Lawn1970;ManningWeninger1992"
2527	"P-1456"				3035	65				"charcoal"	""	"Mycenae"	"Gamma 23. No.6, destruction level"	"Late Helladic IIIb"		"settlement"	"Peloponnese"	"GR"	"22.757532"	"37.726679"		"KutscheraStadler2000;Lawn1970;ManningWeninger1992"
2528	"P-1457"				2948	49				"charcoal"	""	"Mycenae"	"Gamma 23. No.9, destruction level"	"Late Helladic IIIb"		"settlement"	"Peloponnese"	"GR"	"22.757532"	"37.726679"		"KutscheraStadler2000;Lawn1970;ManningWeninger1992"
2529	"P-1459"				2961	50				"charcoal"	""	"Mycenae"	"Gamma 22. No.1"	"Late Helladic IIIb"		"settlement"	"Peloponnese"	"GR"	"22.757532"	"37.726679"		"Lawn1970;ManningWeninger1992"
2530	"P-1517"		"EUROEVOL-Sample: 4166"		9034	108				"charcoal"	""	"Franchthi Cave"	"Pit G-1. Unit 39, d:6.06/6.28-6.20/6.43"	"Upper Mesolithic"	"Ph. VIII"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1968"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Lawn1971;Manningetal2015;ReingruberThissen2005;Weninger2017"
2531	"P-1518"		"RADON-sample: 10444"		8938	100				"charcoal"	""	"Franchthi Cave"	"Pit G-1. Unit 46, d:6.41/6.69-6.47/6.74"	"Mesolithic"	"Ph. VII"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1968;NaOH pretreatment"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Hinzetal2012;Lawn1971;ReingruberThissen2005"
2532	"P-1518A"		"RADON-sample: 10441"		8717	110				"charcoal"	""	"Franchthi Cave"	"Pit G-1. Unit 46, d:6.41/6.69-6.47/6.74"	"Upper Mesolithic"	"Ph. VIII"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1968;No pre-treatment"	"BramiZanotti2015;Hinzetal2012;Lawn1971;ReingruberThissen2005"
2533	"P-1519"		"RADON-sample: 10449"		9264	144				"charcoal"	""	"Franchthi Cave"	"Pit G/G-1. Unit 60, d:7.35/7.68-7.35/7.70"	"Epipalaeolithic-Mesolithic"		"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1968"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Hinzetal2012;Lawn1971;ReingruberThissen2005;Weninger2017"
2534	"P-1520"				11093	260				"charcoal"	""	"Franchthi Cave"	"Pit H. Unit 59 A 1, d:7.10-7.15"	"Pleistocene"		"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1968;small sample processed with Isotopes (I-4219)"	"Facorellis2013;Lawn1971"
2535	"P-1522"		"RADON-sample: 10453"		9298	130				"charcoal"	""	"Franchthi Cave"	"Pit H. Unit 61 B1, d:4.85/5.07-4.90/5.14"	"Epipalaeolithic-Upper Mesolithic"		"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1968"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Hinzetal2012;Lawn1971;ReingruberThissen2005;Weninger2017"
2536	"P-1525"		"RADON-sample: 6077"		7704	81				"charcoal"	""	"Franchthi Cave"	"Pit F/F-1. Unit 42 B 1, d:4.03/4.16-4.07/4.21"	"Early Neolithic"	"FCP 1"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1968"	"BramiZanotti2015;Facorellis2013;Hinzetal2012;JacobsenFarrand1987;Lawn1971;Perlès2001;ReingruberetalThissen2005;ReingruberetalThissen2009;Weninger2017"
2537	"P-1526"		"RADON-sample: 10437"		8022	76				"charcoal"	""	"Franchthi Cave"	"Pit F/F-1. Unit 43 A 1, d:4.64/4.66-4.77/4.83"	"Late/Final Mesolithic"	"Ph. IX"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1968"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Hinzetal2012;JacobsenFarrand1987;Lawn1971;Perlès2001;ReingruberetalThissen2005;ReingruberetalThissen2009;Trantalidou2014;Weninger2017"
