,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radiocarbon Date Upload Template - Mandatory Fields in Green. See Sheet 2 for instructions on using this template.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Identifying Fields ,,,,,Locational Data,,,,,Provenance,,,,,,Age,,,,,,Provenience,,,,,,Additional Information,,
Lab Number,Field Number,Material Dated,Taxa Dated,Type of Date,Locality,Latitude,Longitude,Map Sheet,Elevation     (m ASL),Submitter,Date Submitted,Collector,Date Collected,Updater,Date Updated,Measured Age,MA Sigma,Normalized Age,NA Sigma,Delta 13C (per mil),Delta 13 C Source,Significance,Site Identifier,Site Name,Stratigraphic Component,Context,Associated Taxa,Additional Information,Comments,References
Erl-5052,,humic acid,,Geological,,-3.086786,37.268246,,3150,,,,,Colin Courtney Mustaphi,12/10/2015,,,7020,69,-27,Estimated,,Mt Kilimanjaro south slope,TS01/3150,,,,,"Coordinates in paper might be misrecorded, so estimated from map","Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-4382,,humic acid,,Geological,,-3.100579,37.261823,,2900,,,,,Colin Courtney Mustaphi,12/10/2015,,,6254,61,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2900,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-5056,,humic acid,,Geological,,-3.108421,37.257726,,2700,,,,,Colin Courtney Mustaphi,12/10/2015,,,6845,66,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2700,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-5051,,humic acid,,Geological,,-3.135721,37.24676,,2250,,,,,Colin Courtney Mustaphi,12/10/2015,,,7169,65,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2250,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-4389,,humic acid,,Geological,,-3.100579,37.261823,,2900,,,,,Colin Courtney Mustaphi,12/10/2015,,,9387,96,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2900,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-4388,,humic acid,,Geological,,-3.108421,37.257726,,2700,,,,,Colin Courtney Mustaphi,12/10/2015,,,9430,86,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2700,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-4386,,humic acid,,Geological,,-3.154039,37.244957,,2090,,,,,Colin Courtney Mustaphi,12/10/2015,,,9533,89,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2090,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-4384,,humic acid,,Geological,,-3.108421,37.257726,,2700,,,,,Colin Courtney Mustaphi,12/10/2015,,,13833,233,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2700,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-5054,,humic acid,,Geological,,-3.127584,37.247349,,2290,,,,,Colin Courtney Mustaphi,12/10/2015,,,13815,122,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2290,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-4385,,humic acid,,Geological,,-3.135721,37.24676,,2250,,,,,Colin Courtney Mustaphi,12/10/2015,,,16298,111,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2250,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-4390,,humic acid,,Geological,,-3.135721,37.24676,,2250,,,,,Colin Courtney Mustaphi,12/10/2015,,,16613,180,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2250,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-5059,,humic acid,,Geological,,-3.135721,37.24676,,2250,,,,,Colin Courtney Mustaphi,12/10/2015,,,16416,155,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2250,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-5058,,humic acid,,Geological,,-3.127584,37.247349,,2290,,,,,Colin Courtney Mustaphi,12/10/2015,,,18693,227,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2290,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-5063,,humic acid,,Geological,,-3.127584,37.247349,,2290,,,,,Colin Courtney Mustaphi,12/10/2015,,,21196,332,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2290,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-4387,,humic acid,,Geological,,-3.154039,37.244957,,2090,,,,,Colin Courtney Mustaphi,12/10/2015,,,15756,132,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2090,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-5061,,humic acid,,Geological,,-3.135721,37.24676,,2250,,,,,Colin Courtney Mustaphi,12/10/2015,,,30558,561,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2250,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-4383,,humic acid,,Geological,,-3.135721,37.24676,,2250,,,,,Colin Courtney Mustaphi,12/10/2015,,,38176,524,-27,Estimated,,Mt Kilimanjaro south slope,TS01/2250,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
Erl-4301,,charcoal,,Geological,,-3.135721,37.24676,,2250,,,,,Colin Courtney Mustaphi,12/10/2015,,,57804,9260,-25,Estimated,,Mt Kilimanjaro south slope,TS01/2250,,,,,,"Zech, M. (2006). Evidence for Late Pleistocene climate changes from buried soils on the southern slopes of Mt. Kilimanjaro, Tanzania. Palaeogeography, Palaeoclimatology, Palaeoecology, 242(3), 303-312."
POZ-24910,,bulk,,Geological,,-2.919279,37.216672,,2200,,,,,Colin Courtney Mustaphi,12/10/2015,,,12030,60,-27,Estimated,,Mt Kilimanjaro north slope,2200N-50-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
POZ-20160,,bulk,,Geological,,-2.919279,37.216672,,2200,,,,,Colin Courtney Mustaphi,12/10/2015,,,12320,70,-27,Estimated,,Mt Kilimanjaro north slope,2200N-80-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
ERL-11571,,bulk,,Geological,,-2.93199,37.231411,,2600,,,,,Colin Courtney Mustaphi,12/10/2015,,,2497,40,-27,Estimated,,Mt Kilimanjaro north slope,2600N-30-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
POZ-20161,,bulk,,Geological,,-2.93199,37.231411,,2600,,,,,Colin Courtney Mustaphi,12/10/2015,,,9050,50,-27,Estimated,,Mt Kilimanjaro north slope,2600N-60-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
POZ-24940,,bulk,,Geological,,-2.93199,37.231411,,2600,,,,,Colin Courtney Mustaphi,12/10/2015,,,12180,70,-27,Estimated,,Mt Kilimanjaro north slope,2600N-100-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
POZ-20187,,bulk,,Geological,,-2.93199,37.231411,,2600,,,,,Colin Courtney Mustaphi,12/10/2015,,,20570,140,-27,Estimated,,Mt Kilimanjaro north slope,2600N-120-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
ERL-11573,,bulk,,Geological,,-2.93199,37.231411,,2600,,,,,Colin Courtney Mustaphi,12/10/2015,,,24273,147,-27,Estimated,,Mt Kilimanjaro north slope,2600N-150-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
ERL-11574,,bulk,,Geological,,-2.93199,37.231411,,2600,,,,,Colin Courtney Mustaphi,12/10/2015,,,22726,146,-27,Estimated,,Mt Kilimanjaro north slope,2600N-180-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
POZ-20162,,bulk,,Geological,,-2.931978,37.223865,,2800,,,,,Colin Courtney Mustaphi,12/10/2015,,,6440,40,-27,Estimated,,Mt Kilimanjaro north slope,2800N-30-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
ERL-11575,,bulk,,Geological,,-2.931978,37.223865,,2800,,,,,Colin Courtney Mustaphi,12/10/2015,,,16037,80,-27,Estimated,,Mt Kilimanjaro north slope,2800N-50-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
POZ-20188,,bulk,,Geological,,-2.931978,37.223865,,2800,,,,,Colin Courtney Mustaphi,12/10/2015,,,17280,100,-27,Estimated,,Mt Kilimanjaro north slope,2800N-65-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
ERL-11576,,bulk,,Geological,,-2.931978,37.223865,,2800,,,,,Colin Courtney Mustaphi,12/10/2015,,,19898,110,-27,Estimated,,Mt Kilimanjaro north slope,2800N-90-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
POZ-20163,,bulk,,Geological,,-2.931978,37.223865,,2800,,,,,Colin Courtney Mustaphi,12/10/2015,,,23120,140,-27,Estimated,,Mt Kilimanjaro north slope,2800N-110-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
ERL-11577,,bulk,,Geological,,-2.931978,37.223865,,2800,,,,,Colin Courtney Mustaphi,12/10/2015,,,23947,145,-27,Estimated,,Mt Kilimanjaro north slope,2800N-130-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
POZ-24948,,bulk,,Geological,,-2.931978,37.223865,,2800,,,,,Colin Courtney Mustaphi,12/10/2015,,,52000,1,-27,Estimated,,Mt Kilimanjaro north slope,2800N-260-FE,,,,,,"Zech, M., Leiber, K., Zech, W., Poetsch, T., & Hemp, A. (2011). Late Quaternary soil genesis and vegetation history on the northern slopes of Mt. Kilimanjaro, East Africa. Quaternary International, 243(2), 327-336."
Beta-230855,,bulk peat,,Geological,,0.319504,36.596227,,1800,,,Veronica Muiruri,,Colin Courtney Mustaphi,05/11/2015,,,0,0,-12.3,Measured,,Ewaso Narok Swamp,,,,,Cored June 2005,modern,"Muiruri, Veronica M. February 2008. Detecting environmental change and anthropogenic activities on the Laikipia Plateau, Kenya. Masters degree. Earth Sciences Dept, Palynology section, National Museums of Kenya, Nairobi, and Dept of Botany, University of Free State South Africa. "
Beta-230856,,Bulk sediments,,Geological,,0.319504,36.596227,,1800,,,Veronica Muiruri,,Colin Courtney Mustaphi,05/11/2015,,,1140,40,-18.7,Measured,,Ewaso Narok Swamp,,,,,,,"Muiruri, Veronica M. February 2008. Detecting environmental change and anthropogenic activities on the Laikipia Plateau, Kenya. Masters degree. Earth Sciences Dept, Palynology section, National Museums of Kenya, Nairobi, and Dept of Botany, University of Free State South Africa. "
Beta-230857,,bulk peat,,Geological,,0.319504,36.596227,,1800,,,Veronica Muiruri,,Colin Courtney Mustaphi,05/11/2015,,,0,0,-12.2,Measured,,Ewaso Narok Swamp,,,,,,modern,"Muiruri, Veronica M. February 2008. Detecting environmental change and anthropogenic activities on the Laikipia Plateau, Kenya. Masters degree. Earth Sciences Dept, Palynology section, National Museums of Kenya, Nairobi, and Dept of Botany, University of Free State South Africa. "
Beta-230859,,Bulk sediments,,Geological,,0.243231,36.701858,,1827,,,Veronica Muiruri,,Colin Courtney Mustaphi,05/11/2015,,,1720,40,-19.1,Measured,,Marura Swamp,,,,,,,"Muiruri, Veronica M. February 2008. Detecting environmental change and anthropogenic activities on the Laikipia Plateau, Kenya. Masters degree. Earth Sciences Dept, Palynology section, National Museums of Kenya, Nairobi, and Dept of Botany, University of Free State South Africa. "
Beta-230860,,Bulk sediments,,Geological,,0.243231,36.701858,,1827,,,Veronica Muiruri,,Colin Courtney Mustaphi,05/11/2015,,,2150,40,-20.7,Measured,,Marura Swamp,,,,,,,"Muiruri, Veronica M. February 2008. Detecting environmental change and anthropogenic activities on the Laikipia Plateau, Kenya. Masters degree. Earth Sciences Dept, Palynology section, National Museums of Kenya, Nairobi, and Dept of Botany, University of Free State South Africa. "
SacA-36761,,Bulk organic fraction,,Geological,,-9.370319,33.807111,,653,,,,,Colin Courtney Mustaphi,11/11/2015,,,1590,45,-27,Estimated,,Kyambangunguru peat bog,,,,,,,"Ga?ka, M., Bergonzini, L., Williamson, D., Majule, A., Masao, C., & Huguet, A. (2015). Macrofossil evidence of Late Holocene presence of Aldrovanda vesiculosa L. in Central-Eastern Europe (Poland) and East Africa (Tanzania). Quaternary International, 386, 186-190."
Erl-16288,,Bulk sediments,,Geological,,-3.121694,37.271583,,2670,,,Lisa Schuler,,Colin Courtney Mustaphi,12/11/2015,,,907,42,-27,Estimated,,WeruWeru 26,WW26,,,,,,"Schuler, L. 2012. Studies on late Quaternary environmental dynamics (vegetation, biodiversity, climate, soils, fire and human impact) on Mt Kilimanjaro. PhD Thesis. Georg-August-Universität Göttingen, Germany"
Erl-16968,,charcoal,,Geological,,-3.121694,37.271583,,2670,,,Lisa Schuler,,Colin Courtney Mustaphi,12/11/2015,,,1715,45,-25,Estimated,,WeruWeru 26,WW26,,,,,,"Schuler, L. 2012. Studies on late Quaternary environmental dynamics (vegetation, biodiversity, climate, soils, fire and human impact) on Mt Kilimanjaro. PhD Thesis. Georg-August-Universität Göttingen, Germany"
Beta-330270,,Bulk sediments,,Geological,,-3.121694,37.271583,,2670,,,Lisa Schuler,,Colin Courtney Mustaphi,12/11/2015,,,2550,30,-27,Estimated,,WeruWeru 26,WW26,,,,,,"Schuler, L. 2012. Studies on late Quaternary environmental dynamics (vegetation, biodiversity, climate, soils, fire and human impact) on Mt Kilimanjaro. PhD Thesis. Georg-August-Universität Göttingen, Germany"
Erl-16289,,charcoal,,Geological,,-3.121694,37.271583,,2670,,,Lisa Schuler,,Colin Courtney Mustaphi,12/11/2015,,,81,42,-25,Estimated,,WeruWeru 26,WW26,,,,,,"Schuler, L. 2012. Studies on late Quaternary environmental dynamics (vegetation, biodiversity, climate, soils, fire and human impact) on Mt Kilimanjaro. PhD Thesis. Georg-August-Universität Göttingen, Germany"
Erl-16969,,charcoal,,Geological,,-3.121694,37.271583,,2670,,,Lisa Schuler,,Colin Courtney Mustaphi,12/11/2015,,,0,0,-25,Estimated,,WeruWeru 26,WW26,,,,,modern,"Schuler, L. 2012. Studies on late Quaternary environmental dynamics (vegetation, biodiversity, climate, soils, fire and human impact) on Mt Kilimanjaro. PhD Thesis. Georg-August-Universität Göttingen, Germany"
Beta-330271,,Bulk sediments,,Geological,,-3.121694,37.271583,,2670,,,Lisa Schuler,,Colin Courtney Mustaphi,12/11/2015,,,6060,40,-27,Estimated,,WeruWeru 26,WW26,,,,,,"Schuler, L. 2012. Studies on late Quaternary environmental dynamics (vegetation, biodiversity, climate, soils, fire and human impact) on Mt Kilimanjaro. PhD Thesis. Georg-August-Universität Göttingen, Germany"
Erl-16970,,Bulk sediments,,Geological,,-3.121694,37.271583,,2670,,,Lisa Schuler,,Colin Courtney Mustaphi,12/11/2015,,,35971,475,-27,Estimated,,WeruWeru 26,WW26,,,,,,"Schuler, L. 2012. Studies on late Quaternary environmental dynamics (vegetation, biodiversity, climate, soils, fire and human impact) on Mt Kilimanjaro. PhD Thesis. Georg-August-Universität Göttingen, Germany"
Erl-16285,,charcoal,,Geological,,-3.121694,37.271583,,2670,,,Lisa Schuler,,Colin Courtney Mustaphi,12/11/2015,,,40068,676,-25,Estimated,,WeruWeru 26,WW26,,,,,,"Schuler, L. 2012. Studies on late Quaternary environmental dynamics (vegetation, biodiversity, climate, soils, fire and human impact) on Mt Kilimanjaro. PhD Thesis. Georg-August-Universität Göttingen, Germany"
Erl-16971,,charcoal,,Geological,,-3.121694,37.271583,,2670,,,Lisa Schuler,,Colin Courtney Mustaphi,12/11/2015,,,31744,300,-25,Estimated,,WeruWeru 26,WW26,,,,,,"Schuler, L. 2012. Studies on late Quaternary environmental dynamics (vegetation, biodiversity, climate, soils, fire and human impact) on Mt Kilimanjaro. PhD Thesis. Georg-August-Universität Göttingen, Germany"
Erl-16286,,Bulk sediments,,Geological,,-3.121694,37.271583,,2670,,,Lisa Schuler,,Colin Courtney Mustaphi,12/11/2015,,,27619,221,-27,Estimated,,WeruWeru 26,WW26,,,,,,"Schuler, L. 2012. Studies on late Quaternary environmental dynamics (vegetation, biodiversity, climate, soils, fire and human impact) on Mt Kilimanjaro. PhD Thesis. Georg-August-Universität Göttingen, Germany"
Erl-16972,,charcoal,,Geological,,-3.121694,37.271583,,2670,,,Lisa Schuler,,Colin Courtney Mustaphi,12/11/2015,,,44724,1011,-25,Estimated,,WeruWeru 26,WW26,,,,,,"Schuler, L. 2012. Studies on late Quaternary environmental dynamics (vegetation, biodiversity, climate, soils, fire and human impact) on Mt Kilimanjaro. PhD Thesis. Georg-August-Universität Göttingen, Germany"
Erl-16973,,charcoal,,Geological,,-3.121694,37.271583,,2670,,,Lisa Schuler,,Colin Courtney Mustaphi,12/11/2015,,,22727,262,-25,Estimated,,WeruWeru 26,WW26,,,,,,"Schuler, L. 2012. Studies on late Quaternary environmental dynamics (vegetation, biodiversity, climate, soils, fire and human impact) on Mt Kilimanjaro. PhD Thesis. Georg-August-Universität Göttingen, Germany"
